Coluna1,Coluna2,Coluna3,Coluna4,Coluna5
Men,2015,Qin Haiyang,CHN,02:01.8
Men,2015,Tan Haiyang,CHN,02:01.8
Men,2015,Kaneko Masaki,JPN,02:01.8
Men,2015,Green Connor,USA,02:01.8
Men,2015,Harty Ryan,USA,02:01.8
Men,2015,Sos Daniel,HUN,02:01.8
Men,2015,Grieshop Sean,USA,02:01.8
Men,2015,Itou Tatsuya,JPN,02:01.8
Men,2015,Watanabe Ippei,JPN,02:01.9
Men,2015,Koch Marco,GER,02:01.9
Men,2015,Rousseau Sebastien D,RSA,02:01.9
Men,2015,Acevedo Javier,CAN,02:01.9
Men,2015,Gaetani Giorgio,ITA,02:01.9
Men,2015,Salatta Lucas,BRA,02:01.9
Men,2015,Parkinson Jarvis,GBR,02:01.9
Men,2015,Dudas Daniel,HUN,02:02.0
Men,2015,Bosch Dylan,RSA,02:02.0
Men,2015,Hadler Jayden,AUS,02:02.0
Men,2015,Lestingi Damiano,ITA,02:02.0
Men,2015,Sweeney Ayrton S,RSA,02:02.0
Men,2015,Nakatani Naoki,JPN,02:02.0
Men,2015,Codia Piero,ITA,02:02.0
Men,2015,Vanluchene Emmanuel,BEL,02:02.0
Men,2015,Murakawa Ryo,JPN,02:02.1
Men,2015,Janecek Pavel,CZE,02:02.1
Men,2015,Ogawa Gabriel,BRA,02:02.1
Men,2015,Takeuchi Tomoya,JPN,02:02.1
Men,2015,To Kenneth,AUS,02:02.1
Men,2015,Hirai Kenta,JPN,02:02.1
Men,2015,Yamada Hiroya,JPN,02:02.2
Men,2015,Ogren Curtis,USA,02:02.2
Men,2015,Quah Zheng Wen,SIN,02:02.2
Men,2015,Glessi Lorenzo,ITA,02:02.2
Men,2015,Suzin Marcin,POL,02:02.2
Men,2015,Lacuna Jessie Khing,PHI,02:02.2
Men,2015,Walton Martyn,GBR,02:02.2
Men,2015,Jaeger Connor,USA,02:02.3
Men,2015,Williamson Max,USA,02:02.4
Men,2015,Reck Ruben,GER,02:02.4
Men,2015,Khaled Mohamed,EGY,02:02.4
Men,2015,Tsuruga Naoya,JPN,02:02.4
Men,2015,Kitajima Kosuke,JPN,02:02.4
Men,2015,Stewart Sam,USA,02:02.4
Men,2015,Monteagudo Aragon Jean Pierre,PER,02:02.5
Men,2015,Donaldson Mitchell M,NZL,02:02.5
Men,2015,Kawakami Masaki,JPN,02:02.5
Men,2015,Shi Yi,CHN,02:02.5
Men,2015,Kanai Yuuma,JPN,02:02.5
Men,2015,Shebat John,USA,02:02.5
Men,2015,Quintanilha Nuno Goncalo,POR,02:02.5
Men,2015,Gurevich Etay,ISR,02:02.5
Men,2015,Alvaro Ferracuti Rafael,ESA,02:02.6
Men,2015,Pelizzari Matteo,ITA,02:02.6
Men,2015,Berry Theo,FRA,02:02.6
Men,2015,Andrew Mark,USA,02:02.6
Men,2015,Dovgalyuk Mikhail,RUS,02:02.6
Men,2015,Sidik Triadi Fauzi,INA,02:02.6
Men,2015,He Jian,CHN,02:02.6
Men,2015,Maiorana Gianluca,ITA,02:02.6
Men,2015,Casanovas Skoubo Joan,ESP,02:02.7
Men,2015,Ress Justin,USA,02:02.7
Men,2015,Sokolov Nikolay,RUS,02:02.7
Men,2015,Marissen Mike,NED,02:02.7
Men,2015,Szabo Norbert,HUN,02:02.7
Men,2015,Lopes Gabriel Jose,POR,02:02.7
Men,2015,Miller Cody,USA,02:02.7
Men,2015,Pavlov Ivan,RUS,02:02.8
Men,2015,Minnican Fraser,GBR,02:02.8
Men,2015,Stolk Kyle,NED,02:02.8
Men,2015,Maslov Andrey,RUS,02:02.8
Men,2015,Pinzon Garcia Omar,COL,02:02.8
Men,2015,Laure Guillaume,FRA,02:02.8
Men,2015,Liivamaegi Martin,EST,02:02.8
Men,2015,Scott Duncan,GBR,02:02.8
Men,2015,Chupkov Anton,RUS,02:02.9
Men,2015,Darragh Mack,CAN,02:02.9
Men,2015,Gratz Benjamin,HUN,02:02.9
Men,2015,Wang Zhou,CHN,02:02.9
Men,2015,Arakelian Nick,USA,02:02.9
Men,2015,Cote Tristan,CAN,02:02.9
Men,2015,Hinshaw Adam,USA,02:02.9
Men,2015,Omana Carlos,VEN,02:02.9
Men,2015,Hulme Joseph,GBR,02:02.9
Men,2015,Martinez Gomez Jose Angel,MEX,02:02.9
Men,2015,Patching Joe,GBR,02:03.0
Men,2015,Heidtmann Jacob,GER,02:03.0
Men,2015,Gerrard Jack,AUS,02:03.0
Men,2015,Kawecki Radoslaw,POL,02:03.0
Men,2015,Dillinger Thomas,USA,02:03.0
Men,2015,Okubo Corey,USA,02:03.0
Men,2015,Claverie Carlos,VEN,02:03.0
Men,2015,Hajder Ensar,BIH,02:03.0
Men,2015,Geni Simone,ITA,02:03.1
Men,2015,McHugh Sam,USA,02:03.1
Men,2015,Tavoletta Raffaele,ITA,02:03.1
Men,2015,Kashperskiy Sergey,RUS,02:03.1
Men,2015,Flynn Brandon,USA,02:03.1
Men,2015,Raynor Will,USA,02:03.1
Men,2015,Carini Giacomo,ITA,02:03.2
Men,2015,Hurley Mike,USA,02:03.2
Men,2015,Panferov Anton,RUS,02:03.3
Men,2015,Sanchez Torrens Marc,ESP,02:03.3
Men,2015,Zaczynski Karol,POL,02:03.3
Men,2015,Osina Marek,CZE,02:03.3
Men,2015,Grishin Vasily,RUS,02:03.4
Men,2015,Strazdas Povilas,LTU,02:03.4
Men,2015,Yuan Yifan,CHN,02:03.4
Men,2015,Chatron Cyril,FRA,02:03.4
Men,2015,Almeida Brandonn,BRA,02:03.4
Men,2015,Krznaric Fran,CRO,02:03.5
Men,2015,Sanchez Gtrez-Cabello Guillermo,ESP,02:03.5
Men,2015,Molacek Jacob,USA,02:03.5
Men,2015,Trujillo Aviles Ezequiel,MEX,02:03.5
Men,2015,Ziemann Michel,GER,02:03.5
Men,2015,Li Chao,CHN,02:03.5
Men,2015,Riley David,CAN,02:03.5
Men,2015,Schwingenschloegl Fabian,GER,02:03.6
Men,2015,Sanders Grant,USA,02:03.6
Men,2015,Lebed Alex,USA,02:03.6
Men,2015,Pasynkov Daniil,RUS,02:03.6
Men,2015,Walker Benjamin,USA,02:03.6
Men,2015,Jakobsson Sindri Thor,NOR,02:03.6
Men,2015,Kim Jaewoo,KOR,02:03.6
Men,2015,Lytvynok Yegor,UKR,02:03.6
Men,2015,McCurdy Christian,USA,02:03.6
Men,2015,Prigoda Kirill,RUS,02:03.6
Men,2015,Balabuch Krystian,POL,02:03.7
Men,2015,Reid Christopher,RSA,02:03.7
Men,2015,Wilson Matthew,AUS,02:03.7
Men,2015,An Jianbao,CHN,02:03.7
Men,2015,Poprawa Michal,POL,02:03.7
Men,2015,Pumputis Caio,BRA,02:03.7
Men,2015,Velluti Andrea,ITA,02:03.7
Men,2015,Deng Ziqi,CHN,02:03.7
Men,2015,Stoehner Michael,GER,02:03.7
Men,2015,Swanson Charlie,USA,02:03.7
Men,2015,Ludgero Pereira Icaro,BRA,02:03.7
Men,2015,Gezmis Ergecan,TUR,02:03.7
Men,2015,Fu Haifeng,CHN,02:03.7
Men,2015,Gierke Markus,GER,02:03.7
Men,2015,Jiang Tiansheng,CHN,02:03.8
Men,2015,Lee Hohyun,KOR,02:03.8
Men,2015,Owen Robert,USA,02:03.8
Men,2015,Papendick Luke,USA,02:03.8
Men,2015,Sanders Tristan,USA,02:03.8
Men,2015,Silva Fernando,BRA,02:03.8
Men,2015,Carr Nate,USA,02:03.8
Men,2015,Shoults Grant,USA,02:03.8
Men,2015,Bromer Viktor B.,DEN,02:03.8
Men,2015,Mathlouthi Ahmed,TUN,02:03.8
Men,2015,Forster Phillipp,GER,02:03.9
Men,2015,Depietro Chris,USA,02:03.9
Men,2015,Park Jae,USA,02:03.9
Men,2015,Razzetti Alberto,ITA,02:03.9
Men,2015,Jung Won-Yong,KOR,02:03.9
Men,2015,Somov Evgenii,RUS,02:03.9
Men,2015,Litchfield Joe,GBR,02:03.9
Men,2015,Honjyou Tomoki,JPN,02:03.9
Men,2015,Ornek Alpkan,TUR,02:03.9
Men,2015,Switkowski Jan,POL,02:03.9
Men,2015,vom Lehn Christian,GER,02:03.9
Men,2015,Ballo Stefano,ITA,02:03.9
Men,2015,Zhang Qibin,CHN,02:03.9
Men,2015,Lee Sang-Jun,KOR,02:04.0
Men,2015,Zbutowicz Karol,POL,02:04.0
Men,2015,Cervi Riccardo,ITA,02:04.0
Men,2015,Devine Abrahm,USA,02:04.0
Men,2015,Luedtke Maik,GER,02:04.0
Men,2015,Klein Chris,USA,02:04.0
Men,2015,Meier Christoph,LIE,02:04.0
Men,2015,Vacek Austin,USA,02:04.0
Men,2015,Coetzee Wilrich,NZL,02:04.0
Men,2015,Varvaruk Sergiy,UKR,02:04.0
Men,2015,Marcantonio Anthony,USA,02:04.1
Men,2015,Tran Duy Khoi,VIE,02:04.1
Men,2015,Alexander Nick,USA,02:04.1
Men,2015,Ryu Hochan,CAN,02:04.1
Men,2015,Tesone Nolan,USA,02:04.1
Men,2015,Goldman Brandon,USA,02:04.1
Men,2015,Pizzini Luca,ITA,02:04.1
Men,2015,Wen Ren-Hau,TPE,02:04.1
Men,2015,Benechoutsos Theodoros,GRE,02:04.1
Men,2015,Pieroni Blake,USA,02:04.1
Men,2015,Traiforos James,AUS,02:04.1
Men,2015,Zotov Alexander,RUS,02:04.1
Men,2015,Derlyugov Aleksey,UZB,02:04.1
Men,2015,Baxter Jarryd,RSA,02:04.2
Men,2015,Blanco Benedicto Guillermo,ESP,02:04.2
Men,2015,Clary Tyler,USA,02:04.2
Men,2015,Pons Ramon Joan Lluis,ESP,02:04.2
Men,2015,Coton Quentin,FRA,02:04.2
Men,2015,Liu Zihao,CHN,02:04.2
Men,2015,Pastorek Brennan,USA,02:04.2
Men,2015,Vekovishchev Mikhail,RUS,02:04.2
Men,2015,Pinotes Pedro,ANG,02:04.2
Men,2015,Tarocchi Lorenzo,ITA,02:04.3
Men,2015,Petit Ambroise,FRA,02:04.3
Men,2015,Scott Alec,USA,02:04.3
Men,2015,Greenbank Luke,GBR,02:04.3
Men,2015,Kanth Linus,SWE,02:04.3
Men,2015,Thorne Nick,USA,02:04.3
Men,2015,Lileikis 'Aukai,USA,02:04.3
Men,2015,Seto Ginji,JPN,02:04.3
Men,2015,Wang Zijie,CHN,02:04.3
Men,2015,Zhilin Dmitry,RUS,02:04.3
Men,2015,Buese Cole,USA,02:04.3
Men,2015,Burns Aidan,USA,02:04.3
Men,2015,Barta Marton,HUN,02:04.3
Men,2015,Iwata Tetsuya,JPN,02:04.3
Men,2015,Hotta Meguru,JPN,02:04.3
Men,2015,Saito Ryo,JPN,02:04.4
Men,2015,Wang Fu,CHN,02:04.4
Men,2015,Aydin Metin,GER,02:04.4
Men,2015,Bertoldi Matteo,ITA,02:04.4
Men,2015,Baioni Andrea,ITA,02:04.4
Men,2015,Merrilees Jorden,AUS,02:04.4
Men,2015,Takase Wataru,JPN,02:04.4
Men,2015,Gigler Heiko,AUT,02:04.4
Men,2015,Hayet Nimrod,ISR,02:04.4
Men,2015,Groenewald Nicholas,AUS,02:04.4
Men,2015,Pinfold Brett,USA,02:04.4
Men,2015,Tamura Kouyou,JPN,02:04.4
Men,2015,Hentschel Paul,GER,02:04.4
Men,2015,Hinds-Sydenham Hayden,AUS,02:04.4
Men,2015,Matteazzi Pier Andrea,ITA,02:04.4
Men,2015,Blazhevski Marko,MKD,02:04.5
Men,2015,Fujimoto Ryo,JPN,02:04.5
Men,2015,Lopez Chaparro Matias Eduar,PAR,02:04.5
Men,2015,Ishii Teruaki,JPN,02:04.5
Men,2015,Chatelain Yannick,FRA,02:04.5
Men,2015,Dencausse Jean,FRA,02:04.5
Men,2015,Teslenko Illya,UKR,02:04.5
Men,2015,Lanza Vinicius,BRA,02:04.5
Men,2015,Yajima Yuya,JPN,02:04.5
Men,2015,Flohr Julius,GER,02:04.5
Men,2015,Sequera Juan,VEN,02:04.5
Men,2015,Lebherz Yannick,GER,02:04.5
Men,2015,Takita Syun,JPN,02:04.5
Men,2015,Tretyakov Nikita,RUS,02:04.5
Men,2015,Katrantzis Christos,GRE,02:04.5
Men,2015,McKee Anton Sveinn,ISL,02:04.5
Men,2015,Samy Mohamed Mohamed,EGY,02:04.5
Men,2015,Boki Ihar,BLR,02:04.6
Men,2015,Hiotis Panagiotis,GRE,02:04.6
Men,2015,Christiansen Henrik,NOR,02:04.6
Men,2015,Anderson Matt,USA,02:04.6
Men,2015,Appleby Andrew,USA,02:04.6
Men,2015,Dressel Caeleb,USA,02:04.6
Men,2015,Kozlovskij Igor,LTU,02:04.6
Men,2015,Pezzotta Riccardo,ITA,02:04.6
Men,2015,Balyberdin Igor,RUS,02:04.6
Men,2015,Quallen Josh,USA,02:04.6
Men,2015,Zbogar Robert,SLO,02:04.6
Men,2015,Lesparre Tanguy,FRA,02:04.7
Men,2015,Seres Edwin,HUN,02:04.7
Men,2015,Cline Bradley,USA,02:04.7
Men,2015,Fujii Hirotaka,JPN,02:04.7
Men,2015,Balogh Brennan,USA,02:04.7
Men,2015,Gianino Alex,USA,02:04.7
Men,2015,Dale Taylor,USA,02:04.7
Men,2015,Maurer Tim,USA,02:04.7
Men,2015,Osaki Ryuta,JPN,02:04.7
Men,2015,Alkan Samet,TUR,02:04.7
Men,2015,Capurso Nicolo,ITA,02:04.7
Men,2015,Gloude Daniel,USA,02:04.7
Men,2015,Garnier Jeff,USA,02:04.8
Men,2015,Hatsugai Tomoki,JPN,02:04.8
Men,2015,Ribeiro Joao Gabriel,BRA,02:04.8
Men,2015,Gonzalez Mateo,MEX,02:04.8
Men,2015,Berti Codo Rodrigo,BRA,02:04.8
Men,2015,Hill Robert,CAN,02:04.8
Men,2015,Anderson Tommy,USA,02:04.8
Men,2015,Fiala Brandon,USA,02:04.8
Men,2015,Santos Leonardo,BRA,02:04.8
Men,2015,Gwizdz Damien,FRA,02:04.8
Men,2015,Lawler Keltan,USA,02:04.8
Men,2015,Montague Jacob,USA,02:04.8
Men,2015,Peron Francesco,ITA,02:04.8
Men,2015,Lino Coradi Conrado,BRA,02:04.8
Men,2015,Bureau Lucas,USA,02:04.9
Men,2015,Tsunefuka Koki,JPN,02:04.9
Men,2015,Lim Ching Hwang,MAS,02:04.9
Men,2015,Miura Ryo,JPN,02:04.9
Men,2015,D'Innocenzo Nicholas,USA,02:04.9
Men,2015,Milikich Nick,USA,02:04.9
Men,2015,Thompson Joshua,GBR,02:04.9
Men,2015,Carazo Barbero Gonzalo,ESP,02:05.0
Men,2015,Nakamura Umi,JPN,02:05.0
Men,2015,Suvorau Yury,BLR,02:05.0
Men,2015,Yamada Katsuyuki,JPN,02:05.0
Men,2015,Lee Sean,USA,02:05.0
Men,2015,Ball Ryan,USA,02:05.0
Men,2015,Litherland Jay,USA,02:05.0
Men,2015,Campbell Henry,USA,02:05.0
Men,2015,Minichini Gabriele,ITA,02:05.0
Men,2015,Proctor Grant,USA,02:05.0
Men,2015,Ueshima Syun,JPN,02:05.1
Men,2015,Santos Andre Luiz,BRA,02:05.1
Men,2015,Zatsepin Stanislav,RUS,02:05.1
Men,2015,Takayanagi Yuuta,JPN,02:05.1
Men,2015,Fisk Liam,AUS,02:05.2
Men,2015,Lapukhin Artsiom,BLR,02:05.2
Men,2015,Peralta Gallego Carlos,ESP,02:05.2
Men,2015,Whitley Reece,USA,02:05.2
Men,2015,Marciano Fabien,ITA,02:05.2
Men,2015,Chiotis Panagiotis,GRE,02:05.2
Men,2015,Fair Neil,RSA,02:05.2
Men,2015,Graviss Daniel,USA,02:05.2
Men,2015,Coloretti Vittorio,ITA,02:05.2
Men,2015,Cameron Donald,SUI,02:05.3
Men,2015,Kubochi Kousuke,JPN,02:05.3
Men,2015,Fink Nicolas,USA,02:05.3
Men,2015,Hollo Balazs,HUN,02:05.3
Men,2015,Veloso Tomas Miguel,POR,02:05.3
Men,2015,Carr Daniel,USA,02:05.3
Men,2015,Dergousoff James,CAN,02:05.3
Men,2015,Gyurta Gergely,HUN,02:05.3
Men,2015,Carbone Christian,USA,02:05.3
Men,2015,Reidy James,GBR,02:05.3
Men,2015,Renard Geoffrey,FRA,02:05.3
Men,2015,Persson Erik,SWE,02:05.3
Men,2015,Baggaley Jake,AUS,02:05.4
Men,2015,Jelenak Pavol,SVK,02:05.4
Men,2015,Yu Yingbiao,CHN,02:05.4
Men,2015,Facchini Alessio,ITA,02:05.4
Men,2015,Myburgh Keith,USA,02:05.4
Men,2015,D'Alessandro Teo,USA,02:05.4
Men,2015,Ishii Kensei,JPN,02:05.4
Men,2015,Ishikawa Yuuki,JPN,02:05.4
Men,2015,Klyukin Alexander,RUS,02:05.4
Men,2015,Sefl Jan,CZE,02:05.4
Men,2015,Tyson Jake,GBR,02:05.4
Men,2015,Quinn Austin,USA,02:05.4
Men,2015,Lierley Zachary,USA,02:05.5
Men,2015,Itou Kaiki,JPN,02:05.5
Men,2015,Ohno Junya,JPN,02:05.5
Men,2015,Pang Sheng Jun,SIN,02:05.5
Men,2015,Coetzer Stephanus,USA,02:05.5
Men,2015,Colley Ben,USA,02:05.5
Men,2015,Wood Russell,CAN,02:05.5
Men,2015,Laeuffer Jacques,SUI,02:05.5
Men,2015,Kron Kristian,SWE,02:05.5
Men,2015,Page Alec,CAN,02:05.6
Men,2015,Frank Simon,SWE,02:05.6
Men,2015,Miranda Max,USA,02:05.6
Men,2015,Cortes Nunez Mario,ESP,02:05.6
Men,2015,Del Pino Salas Juan Manuel,MEX,02:05.6
Men,2015,Litherland Mick,USA,02:05.6
Men,2015,Trembath Andrew D,NZL,02:05.6
Men,2015,Rutter Jonathan,USA,02:05.6
Men,2015,Pebley Jacob,USA,02:05.6
Men,2015,Butler Jared,USA,02:05.7
Men,2015,Roberts Jon,USA,02:05.7
Men,2015,Roovers Frank,NED,02:05.7
Men,2015,Champagne Montana,CAN,02:05.7
Men,2015,Paine Thomas,GBR,02:05.7
Men,2015,Diener Christian,GER,02:05.7
Men,2015,Ericsson Oskar,SWE,02:05.7
Men,2015,Whiteman Gus,USA,02:05.7
Men,2015,Correia Rodrigo,BRA,02:05.7
Men,2015,Knezevic Bogdan,SRB,02:05.8
Men,2015,Stitt Cameron,USA,02:05.8
Men,2015,Horrocks Sam David,GBR,02:05.8
Men,2015,Ling Huanan,CHN,02:05.8
Men,2015,Knipping Arjan,NED,02:05.8
Men,2015,Rysemus Logan,USA,02:05.8
Men,2015,de Lara Ojeda Miguel Alejan,MEX,02:05.8
Men,2015,Dunk Alex,GBR,02:05.9
Men,2015,Finnerty Ian,USA,02:05.9
Men,2015,Fredriksson Petter,SWE,02:05.9
Men,2015,Marc Antoine,FRA,02:05.9
Men,2015,Brown Jonathan,CAN,02:05.9
Men,2015,Mitrovic Jovan,SUI,02:05.9
Men,2015,Masters David,GBR,02:05.9
Men,2015,Polianski Max,NZL,02:05.9
Men,2015,Wagrowski Marcel,POL,02:05.9
Men,2015,Odendaal Dayne,RSA,02:06.0
Men,2015,Ovesen Sebastian,DEN,02:06.0
Men,2015,Poynter Joseph,GBR,02:06.0
Men,2015,Yamaguchi Namio,JPN,02:06.0
Men,2015,Abate Marco,ITA,02:06.0
Men,2015,Noda Hyuuma,JPN,02:06.0
Men,2015,Chang Daniel,USA,02:06.0
Men,2015,Trajkovic Nikola,SRB,02:06.0
Men,2015,Carnol Laurent,LUX,02:06.0
Men,2015,Faor Ronen,ISR,02:06.0
Men,2015,Iida Sam,USA,02:06.0
Men,2015,Kurz Tanner,USA,02:06.0
Men,2015,O'Donnell Ryan,USA,02:06.0
Men,2015,Westlake Braddan,GBR,02:06.0
Men,2015,Takahashi Ken,USA,02:06.1
Men,2015,Murakami Yoshinori,JPN,02:06.1
Men,2015,Glass Will,USA,02:06.1
Men,2015,Silva Tomas Correia,POR,02:06.1
Men,2015,Croenen Louis,BEL,02:06.1
Men,2015,Drymonakos Ioannis,GRE,02:06.1
Men,2015,Griffin Ben,IRL,02:06.1
Men,2015,Juopperi Sami,FIN,02:06.1
Men,2015,Lie Markus,NOR,02:06.1
Men,2015,Stevenson Adam,RSA,02:06.1
Men,2015,Seto Daiya,JPN,04:08.5
Men,2015,Hagino Kosuke,JPN,04:08.5
Men,2015,Verraszto David,HUN,04:09.9
Men,2015,Kalisz Chase,USA,04:10.1
Men,2015,Clary Tyler,USA,04:11.7
Men,2015,Heidtmann Jacob,GER,04:12.1
Men,2015,Litherland Jay,USA,04:12.4
Men,2015,Wallace Dan,GBR,04:12.8
Men,2015,Huang Chaosheng,CHN,04:12.9
Men,2015,Prenot Josh,USA,04:13.1
Men,2015,Yang Zhixian,CHN,04:13.2
Men,2015,Turrini Federico,ITA,04:13.2
Men,2015,Fujimori Takeharu,JPN,04:13.3
Men,2015,Pavoni Roberto,GBR,04:13.8
Men,2015,Pereira Thiago,BRA,04:13.9
Men,2015,Fraser-Holmes Thomas,AUS,04:14.0
Men,2015,Sunama Keita,JPN,04:14.0
Men,2015,Almeida Brandonn,BRA,04:14.1
Men,2015,Bentz Gunnar,USA,04:14.2
Men,2015,Fujimori Hiromasa,JPN,04:15.0
Men,2015,Litchfield Max,GBR,04:15.6
Men,2015,Grieshop Sean,USA,04:15.7
Men,2015,Wang Yi Zhe,CHN,04:15.7
Men,2015,Wang Zhou,CHN,04:15.9
Men,2015,Rousseau Sebastien D,RSA,04:16.1
Men,2015,Wang Shun,CHN,04:16.1
Men,2015,Nakamura Wataru,JPN,04:16.1
Men,2015,Reilly Luke,CAN,04:16.2
Men,2015,Bernek Peter,HUN,04:16.2
Men,2015,Osipenko Alexander,RUS,04:16.4
Men,2015,Nagy Richard,SVK,04:16.4
Men,2015,Gratz Benjamin,HUN,04:16.5
Men,2015,Seliskar Andrew,USA,04:16.5
Men,2015,Gilliland Jared,AUS,04:16.6
Men,2015,Hintze Johannes,GER,04:16.6
Men,2015,Sanchez Torrens Marc,ESP,04:16.6
Men,2015,Wedel Kevin,GER,04:16.6
Men,2015,Gyurta Gergely,HUN,04:16.6
Men,2015,Nevo Gal,ISR,04:16.7
Men,2015,Nakahara Mikito,JPN,04:16.8
Men,2015,Gaetani Giorgio,ITA,04:16.8
Men,2015,Mahoney Travis,AUS,04:16.9
Men,2015,Williamson Max,USA,04:16.9
Men,2015,Mao Feilian,CHN,04:17.1
Men,2015,Weiss Michael,USA,04:17.1
Men,2015,Inariyama Riku,JPN,04:17.2
Men,2015,Santos Alexis Manacas,POR,04:17.3
Men,2015,Garcia Martin Alejandro,ESP,04:17.7
Men,2015,Capp Nathan R,NZL,04:17.7
Men,2015,Makovich Semen,RUS,04:17.7
Men,2015,Desplanches Jeremy,SUI,04:17.9
Men,2015,Gonzalez de Oliveira Hugo,ESP,04:18.1
Men,2015,Ogren Curtis,USA,04:18.2
Men,2015,Smith Lewis,GBR,04:18.2
Men,2015,Wang Fu,CHN,04:18.4
Men,2015,Pavone Francesco,ITA,04:18.4
Men,2015,Okimoto Rintaro,JPN,04:18.5
Men,2015,Johnson Matthew,GBR,04:18.5
Men,2015,Meyer Michael J,RSA,04:18.6
Men,2015,Page Alec,CAN,04:18.6
Men,2015,Carvalho Diogo Filipe,POR,04:18.7
Men,2015,Lochte Ryan,USA,04:18.7
Men,2015,Tsutsumi Takahiro,JPN,04:18.8
Men,2015,Janecek Pavel,CZE,04:18.9
Men,2015,Omana Carlos,USA,04:19.1
Men,2015,Boskovic Kazimir,AUS,04:19.1
Men,2015,Nobusawa Syunsuke,JPN,04:19.1
Men,2015,Maly Jacub,AUT,04:19.2
Men,2015,Simon Thiago,BRA,04:19.3
Men,2015,Snyder Austin,USA,04:19.3
Men,2015,Sokolov Nikolay,RUS,04:19.4
Men,2015,Martens John,USA,04:19.6
Men,2015,Cote Tristan,CAN,04:19.6
Men,2015,Okamoto Takuya,JPN,04:19.6
Men,2015,Guy James,GBR,04:19.6
Men,2015,Nakatani Naoki,JPN,04:19.6
Men,2015,Okubo Corey,USA,04:19.7
Men,2015,Murakawa Ryo,JPN,04:19.8
Men,2015,Elliott Tomas,AUS,04:19.8
Men,2015,Zhang Jie,CHN,04:19.9
Men,2015,Takeuchi Tomoya,JPN,04:20.0
Men,2015,Osaki Ryuta,JPN,04:20.0
Men,2015,Pons Ramon Joan Lluis,ESP,04:20.1
Men,2015,Yamada Rikuto,JPN,04:20.1
Men,2015,Dwyer Conor,USA,04:20.2
Men,2015,Drymonakos Ioannis,GRE,04:20.3
Men,2015,Wang Kecheng,CHN,04:20.3
Men,2015,He Jian,CHN,04:20.3
Men,2015,An Jianbao,CHN,04:20.4
Men,2015,Swanson Charlie,USA,04:20.4
Men,2015,Pelizzari Matteo,ITA,04:20.4
Men,2015,Murakami Yoshinori,JPN,04:20.4
Men,2015,Shemberyev Maxym,UKR,04:20.4
Men,2015,Sos Daniel,HUN,04:20.5
Men,2015,Marin Luca,ITA,04:20.5
Men,2015,van Lith Sebas,NED,04:20.6
Men,2015,Graviss Daniel,USA,04:20.6
Men,2015,Licon Will,USA,04:20.7
Men,2015,Honjyou Tomoki,JPN,04:20.7
Men,2015,Fu Haifeng,CHN,04:20.7
Men,2015,Balyberdin Igor,RUS,04:20.8
Men,2015,Lewis Clyde,AUS,04:20.9
Men,2015,Rainey Ian,USA,04:20.9
Men,2015,Peribonio Tom,ECU,04:21.1
Men,2015,Tanaka Yuya,JPN,04:21.1
Men,2015,Gemmell Andrew,USA,04:21.1
Men,2015,Tikhonov Alexander,RUS,04:21.2
Men,2015,Casanovas Skoubo Joan,ESP,04:21.3
Men,2015,Teduka Yuuki,JPN,04:21.3
Men,2015,Cseh Laszlo,HUN,04:21.3
Men,2015,Murata Kakeru,JPN,04:21.3
Men,2015,Ashby Bradlee L,NZL,04:21.4
Men,2015,Persson Erik,SWE,04:21.4
Men,2015,Hinshaw Adam,USA,04:21.4
Men,2015,Flynn Brandon,USA,04:21.4
Men,2015,Trofimov Ivan,RUS,04:21.4
Men,2015,Szaranek Mark,GBR,04:21.4
Men,2015,Zbutowicz Karol,POL,04:21.5
Men,2015,Jiang Tiansheng,CHN,04:21.6
Men,2015,Szwedzki Dawid,POL,04:21.6
Men,2015,Stewart Sam,USA,04:21.6
Men,2015,Christiansen Henrik,NOR,04:21.7
Men,2015,Koch Marco,GER,04:21.7
Men,2015,Li Xiang,CHN,04:21.8
Men,2015,Sweeney Ayrton S,RSA,04:21.8
Men,2015,Gurevich Etay,ISR,04:21.9
Men,2015,Arakawa Rui,JPN,04:21.9
Men,2015,Ziemann Michel,GER,04:21.9
Men,2015,Walker Benjamin,USA,04:22.0
Men,2015,Andrew Mark,USA,04:22.1
Men,2015,Szabo Norbert,HUN,04:22.3
Men,2015,Roberts Jon,USA,04:22.3
Men,2015,Litherland Kevin,USA,04:22.3
Men,2015,Litherland Mick,USA,04:22.3
Men,2015,Takahashi Koutarou,JPN,04:22.3
Men,2015,Tarocchi Lorenzo,ITA,04:22.4
Men,2015,Sanders Grant,USA,04:22.5
Men,2015,Mizohata Juran,JPN,04:22.5
Men,2015,Kanaya Yuuki,JPN,04:22.6
Men,2015,D'Oriano Nicolas,FRA,04:22.6
Men,2015,Kalnins Uvis,LAT,04:22.6
Men,2015,Li Chao,CHN,04:22.6
Men,2015,Ornek Alpkan,TUR,04:22.7
Men,2015,Takayanagi Yuuta,JPN,04:22.8
Men,2015,Lierley Zachary,USA,04:22.9
Men,2015,Kron Kristian,SWE,04:22.9
Men,2015,Hamdy Ahmed,EGY,04:23.0
Men,2015,Arakelian Nick,USA,04:23.1
Men,2015,Sameshima Keita,JPN,04:23.1
Men,2015,Steffan Sebastian,AUT,04:23.1
Men,2015,Yamaguchi Namio,JPN,04:23.1
Men,2015,Pinotes Pedro,ANG,04:23.1
Men,2015,Ogawa Gabriel,BRA,04:23.1
