count;Meet;Course;Year;Gender;Event;Rank;Athlete;Country;Time;time1;Margin
149129;Pan Pacific Championships;LCM;1997;Women;200m individual medley;1;QUANCE, Kristine;USA;2:13.79;133.79;1.12
149164;Pan Pacific Championships;LCM;1997;Women;400m individual medley;1;QUANCE, Kristine;USA;4:39.61;279.61;3.59
149234;Pan Pacific Championships;LCM;1997;Men;50m freestyle;1;PILCZUK, Bill;USA;22.42;22.42;0.00
149273;Pan Pacific Championships;LCM;1997;Men;100m freestyle;1;KLIM, Michael;AUS;49.46;49.46;0.11
149312;Pan Pacific Championships;LCM;1997;Men;200m freestyle;1;KLIM, Michael;AUS;1:47.60;107.6;0.57
149347;Pan Pacific Championships;LCM;1997;Men;400m freestyle;1;HACKETT, Grant;AUS;3:47.27;227.27;2.37
149385;Pan Pacific Championships;LCM;1997;Men;800m freestyle;1;HACKETT, Grant;AUS;7:50.30;470.3;7.52
149395;Pan Pacific Championships;LCM;1997;Men;1500m freestyle;1;HACKETT, Grant;AUS;15:13.25;913.25;3.76
149403;Pan Pacific Championships;LCM;1997;Men;100m butterfly;1;WALKER, Neil;USA;52.76;52.76;0.18
149440;Pan Pacific Championships;LCM;1997;Men;200m butterfly;1;TANER, Ugur;USA;1:57.35;117.35;0.36
149474;Pan Pacific Championships;LCM;1997;Men;100m backstroke;1;KRAYZELBURG, Lenny;USA;54.43;54.43;0.84
149507;Pan Pacific Championships;LCM;1997;Men;200m backstroke;1;KRAYZELBURG, Lenny;USA;1:57.87;117.87;1.74
149541;Pan Pacific Championships;LCM;1997;Men;100m breaststroke;1;GROTE, Kurt;USA;1:01.22;61.22;0.63
149574;Pan Pacific Championships;LCM;1997;Men;200m breaststroke;1;GROTE, Kurt;USA;2:14.05;134.05;0.54
149606;Pan Pacific Championships;LCM;1997;Men;200m individual medley;1;DUNN, Matthew;AUS;2:01.14;121.14;0.69
149642;Pan Pacific Championships;LCM;1997;Men;400m individual medley;1;DUNN, Matthew;AUS;4:16.11;256.11;0.19
149712;Pan Pacific Championships;LCM;1999;Women;50m freestyle;1;THOMPSON, Jenny;USA;25.51;25.51;0.44
149766;Pan Pacific Championships;LCM;1999;Women;100m freestyle;1;THOMPSON, Jenny;USA;54.89;54.89;0.69
149835;Pan Pacific Championships;LCM;1999;Women;200m freestyle;1;O'NEILL, Susie;AUS;1:58.17;118.17;1.43
149904;Pan Pacific Championships;LCM;1999;Women;400m freestyle;1;BENNETT, Brooke;USA;4:08.39;248.39;0.36
149936;Pan Pacific Championships;LCM;1999;Women;800m freestyle;1;BENNETT, Brooke;USA;8:25.06;505.06;12.17
149958;Pan Pacific Championships;LCM;1999;Women;100m butterfly;1;THOMPSON, Jenny;USA;57.88;57.88;1.19
150010;Pan Pacific Championships;LCM;1999;Women;200m butterfly;1;O'NEILL, Susie;AUS;2:06.60;126.6;3.67
150055;Pan Pacific Championships;LCM;1999;Women;100m backstroke;1;CALUB, Dyana;AUS;1:01.51;61.51;0.00
150099;Pan Pacific Championships;LCM;1999;Women;200m backstroke;1;HAGIWARA, Tomoko;JPN;2:11.36;131.36;0.05
150147;Pan Pacific Championships;LCM;1999;Women;100m breaststroke;1;HEYNS, Penny;RSA;1:07.08;67.08;1.46
150189;Pan Pacific Championships;LCM;1999;Women;200m breaststroke;1;HEYNS, Penny;RSA;2:23.64;143.64;1.88
150235;Pan Pacific Championships;LCM;1999;Women;200m individual medley;1;MALAR, Joanne;CAN;2:13.63;133.63;0.68
150283;Pan Pacific Championships;LCM;1999;Women;400m individual medley;1;MALAR, Joanne;CAN;4:40.23;280.23;0.33
150392;Pan Pacific Championships;LCM;1999;Men;50m freestyle;1;DEDEKIND, Brendon;RSA;22.06;22.06;0.20
150448;Pan Pacific Championships;LCM;1999;Men;100m freestyle;1;KLIM, Michael;AUS;48.98;48.98;0.19
150512;Pan Pacific Championships;LCM;1999;Men;200m freestyle;1;THORPE, Ian;AUS;1:46.00;106;1.40
150573;Pan Pacific Championships;LCM;1999;Men;400m freestyle;1;THORPE, Ian;AUS;3:41.83;221.83;4.19
150601;Pan Pacific Championships;LCM;1999;Men;1500m freestyle;1;HACKETT, Grant;AUS;14:45.60;885.6;16.80
150623;Pan Pacific Championships;LCM;1999;Men;100m butterfly;1;KLIM, Michael;AUS;52.49;52.49;0.02
150675;Pan Pacific Championships;LCM;1999;Men;200m butterfly;1;MALCHOW, Tom;USA;1:55.41;115.41;1.92
150720;Pan Pacific Championships;LCM;1999;Men;100m backstroke;1;KRAYZELBURG, Lenny;USA;53.60;53.6;1.53
150767;Pan Pacific Championships;LCM;1999;Men;200m backstroke;1;KRAYZELBURG, Lenny;USA;1:55.87;115.87;4.00
150814;Pan Pacific Championships;LCM;1999;Men;100m breaststroke;1;COWLEY, Simon;AUS;1:02.06;62.06;0.20
150865;Pan Pacific Championships;LCM;1999;Men;200m breaststroke;1;COWLEY, Simon;AUS;2:12.98;132.98;0.99
150913;Pan Pacific Championships;LCM;1999;Men;200m individual medley;1;WILKENS, Tom;USA;2:01.01;121.01;0.63
150960;Pan Pacific Championships;LCM;1999;Men;400m individual medley;1;DUNN, Matthew;AUS;4:16.54;256.54;0.23
151053;Pan Pacific Championships;LCM;2002;Women;50m freestyle;1;THOMPSON, Jenny;USA;25.13;25.13;0.19
151100;Pan Pacific Championships;LCM;2002;Women;100m freestyle;1;COUGHLIN, Natalie;USA;53.99;53.99;0.56
151167;Pan Pacific Championships;LCM;2002;Women;200m freestyle;1;BENKO, Lindsay;USA;1:58.74;118.74;0.98
151222;Pan Pacific Championships;LCM;2002;Women;400m freestyle;1;MUNZ, Diana;USA;4:09.50;249.5;0.78
151255;Pan Pacific Championships;LCM;2002;Women;800m freestyle;1;MUNZ, Diana;USA;8:30.45;510.45;1.44
151269;Pan Pacific Championships;LCM;2002;Women;1500m freestyle;1;MUNZ, Diana;USA;16:07.86;967.86;8.42
151277;Pan Pacific Championships;LCM;2002;Women;100m butterfly;1;COUGHLIN, Natalie;USA;57.88;57.88;0.23
151330;Pan Pacific Championships;LCM;2002;Women;200m butterfly;1;THOMAS, Petria;AUS;2:08.31;128.31;1.25
151384;Pan Pacific Championships;LCM;2002;Women;100m backstroke;1;COUGHLIN, Natalie;USA;59.72;59.72;1.77
151432;Pan Pacific Championships;LCM;2002;Women;200m backstroke;1;HOELZER, Margaret;USA;2:11.00;131;1.28
151480;Pan Pacific Championships;LCM;2002;Women;100m breaststroke;1;BEARD, Amanda;USA;1:08.22;68.22;0.44
151529;Pan Pacific Championships;LCM;2002;Women;200m breaststroke;1;BEARD, Amanda;USA;2:26.31;146.31;0.11
151580;Pan Pacific Championships;LCM;2002;Women;200m individual medley;1;HAGIWARA, Tomoko;JPN;2:13.42;133.42;0.51
151632;Pan Pacific Championships;LCM;2002;Women;400m individual medley;1;REILLY, Jennifer;AUS;4:40.84;280.84;3.55
151746;Pan Pacific Championships;LCM;2002;Men;50m freestyle;1;LEZAK, Jason;USA;22.22;22.22;0.06
151801;Pan Pacific Championships;LCM;2002;Men;100m freestyle;1;THORPE, Ian;AUS;48.84;48.84;0.42
151867;Pan Pacific Championships;LCM;2002;Men;200m freestyle;1;THORPE, Ian;AUS;1:44.75;104.75;1.09
151920;Pan Pacific Championships;LCM;2002;Men;400m freestyle;1;THORPE, Ian;AUS;3:45.28;225.28;0.71
151951;Pan Pacific Championships;LCM;2002;Men;800m freestyle;1;HACKETT, Grant;AUS;7:44.78;464.78;7.27
151960;Pan Pacific Championships;LCM;2002;Men;1500m freestyle;1;HACKETT, Grant;AUS;14:41.65;881.65;20.59
151970;Pan Pacific Championships;LCM;2002;Men;100m butterfly;1;CROCKER, Ian;USA;52.45;52.45;0.03
152022;Pan Pacific Championships;LCM;2002;Men;200m butterfly;1;MALCHOW, Tom;USA;1:55.21;115.21;0.20
152069;Pan Pacific Championships;LCM;2002;Men;100m backstroke;1;PEIRSOL, Aaron;USA;54.22;54.22;0.23
152117;Pan Pacific Championships;LCM;2002;Men;200m backstroke;1;PEIRSOL, Aaron;USA;1:56.88;116.88;0.81
152161;Pan Pacific Championships;LCM;2002;Men;100m breaststroke;1;KITAJIMA, Kosuke;JPN;1:00.36;60.36;0.48
152209;Pan Pacific Championships;LCM;2002;Men;200m breaststroke;1;HANSEN, Brendan;USA;2:11.80;131.8;0.73
152255;Pan Pacific Championships;LCM;2002;Men;200m individual medley;1;PHELPS, Michael;USA;1:59.70;119.7;0.91
152307;Pan Pacific Championships;LCM;2002;Men;400m individual medley;1;PHELPS, Michael;USA;4:12.48;252.48;0.67
152418;Pan Pacific Championships;LCM;2006;Women;50m freestyle;1;JOYCE, Kara Lynn;USA;25.10;25.1;0.22
152470;Pan Pacific Championships;LCM;2006;Women;100m freestyle;1;COUGHLIN, Natalie;USA;53.87;53.87;0.05
152534;Pan Pacific Championships;LCM;2006;Women;200m freestyle;1;HOFF, Katie;USA;1:58.02;118.02;0.24
152595;Pan Pacific Championships;LCM;2006;Women;400m freestyle;1;SHIBATA, Ai;JPN;4:07.61;247.61;0.37
152640;Pan Pacific Championships;LCM;2006;Women;800m freestyle;1;ZIEGLER, Kate;USA;8:24.56;504.56;1.85
152658;Pan Pacific Championships;LCM;2006;Women;1500m freestyle;1;ZIEGLER, Kate;USA;15:55.01;955.01;2.35
152670;Pan Pacific Championships;LCM;2006;Women;100m butterfly;1;SCHIPPER, Jess;AUS;57.30;57.3;1.45
152713;Pan Pacific Championships;LCM;2006;Women;200m butterfly;1;SCHIPPER, Jess;AUS;2:05.40;125.4;1.12
152744;Pan Pacific Championships;LCM;2006;Women;100m backstroke;1;ITO, Hanae;JPN;1:00.63;60.63;0.03
152789;Pan Pacific Championships;LCM;2006;Women;200m backstroke;1;NAKAMURA, Reiko;JPN;2:08.86;128.86;0.56
152834;Pan Pacific Championships;LCM;2006;Women;100m breaststroke;1;KIRK, Tara;USA;1:07.56;67.56;0.02
152870;Pan Pacific Championships;LCM;2006;Women;200m breaststroke;1;VAN BILJON, Suzaan;RSA;2:26.36;146.36;0.71
152907;Pan Pacific Championships;LCM;2006;Women;200m individual medley;1;MYERS, Whitney;USA;2:10.11;130.11;1.40
152950;Pan Pacific Championships;LCM;2006;Women;400m individual medley;1;HOFF, Katie;USA;4:36.82;276.82;2.86
153073;Pan Pacific Championships;LCM;2006;Men;50m freestyle;1;JONES, Cullen;USA;21.84;21.84;0.28
153142;Pan Pacific Championships;LCM;2006;Men;100m freestyle;1;HAYDEN, Brent;CAN;48.59;48.59;0.17
153220;Pan Pacific Championships;LCM;2006;Men;200m freestyle;1;KELLER, Klete;USA;1:46.20;106.2;1.31
153279;Pan Pacific Championships;LCM;2006;Men;400m freestyle;1;PARK, Taehwan;KOR;3:45.72;225.72;1.35
153330;Pan Pacific Championships;LCM;2006;Men;800m freestyle;1;HURD, Andrew;CAN;7:55.88;475.88;0.94
153348;Pan Pacific Championships;LCM;2006;Men;1500m freestyle;1;PARK, Taehwan;KOR;15:06.11;906.11;1.06
153371;Pan Pacific Championships;LCM;2006;Men;100m butterfly;1;CROCKER, Ian;USA;51.47;51.47;1.12
153422;Pan Pacific Championships;LCM;2006;Men;200m butterfly;1;PHELPS, Michael;USA;1:53.80;113.8;2.02
153460;Pan Pacific Championships;LCM;2006;Men;100m backstroke;1;PEIRSOL, Aaron;USA;53.32;53.32;0.70
153509;Pan Pacific Championships;LCM;2006;Men;200m backstroke;1;PEIRSOL, Aaron;USA;1:54.44;114.44;2.37
153554;Pan Pacific Championships;LCM;2006;Men;100m breaststroke;1;HANSEN, Brendan;USA;59.90;59.9;0.49
153594;Pan Pacific Championships;LCM;2006;Men;200m breaststroke;1;HANSEN, Brendan;USA;2:08.50;128.5;2.37
153633;Pan Pacific Championships;LCM;2006;Men;200m individual medley;1;PHELPS, Michael;USA;1:55.84;115.84;0.27
153674;Pan Pacific Championships;LCM;2006;Men;400m individual medley;1;PHELPS, Michael;USA;4:10.47;250.47;3.38
153805;Pan Pacific Championships;LCM;2010;Women;50m freestyle;1;HARDY, Jessica;USA;24.63;24.63;0.07
153852;Pan Pacific Championships;LCM;2010;Women;100m freestyle;1;COUGHLIN, Natalie;USA;53.67;53.67;0.29
153917;Pan Pacific Championships;LCM;2010;Women;200m freestyle;1;SCHMITT, Allison;USA;1:56.10;116.1;1.03
153967;Pan Pacific Championships;LCM;2010;Women;400m freestyle;1;SUTTON, Chloe;USA;4:05.19;245.19;0.65
154009;Pan Pacific Championships;LCM;2010;Women;800m freestyle;1;ZIEGLER, Kate;USA;8:21.59;501.59;2.92
154029;Pan Pacific Championships;LCM;2010;Women;1500m freestyle;1;GORMAN, Melissa;AUS;16:01.53;961.53;1.73
154039;Pan Pacific Championships;LCM;2010;Women;50m butterfly;1;GUEHRER, Marieke;AUS;25.99;25.99;0.09
154076;Pan Pacific Championships;LCM;2010;Women;100m butterfly;1;VOLLMER, Dana;USA;57.56;57.56;0.39
154112;Pan Pacific Championships;LCM;2010;Women;200m butterfly;1;SCHIPPER, Jess;AUS;2:06.90;126.9;0.03
154145;Pan Pacific Championships;LCM;2010;Women;50m backstroke;1;EDINGTON, Sophie;AUS;27.83;27.83;0.21
154183;Pan Pacific Championships;LCM;2010;Women;100m backstroke;1;SEEBOHM, Emily;AUS;59.45;59.45;0.14
154224;Pan Pacific Championships;LCM;2010;Women;200m backstroke;1;BEISEL, Elizabeth;USA;2:07.83;127.83;0.27
154264;Pan Pacific Championships;LCM;2010;Women;50m breaststroke;1;HARDY, Jessica;USA;30.03;30.03;0.72
154305;Pan Pacific Championships;LCM;2010;Women;100m breaststroke;1;SONI, Rebecca;USA;1:04.93;64.93;0.73
154347;Pan Pacific Championships;LCM;2010;Women;200m breaststroke;1;SONI, Rebecca;USA;2:20.69;140.69;2.54
154387;Pan Pacific Championships;LCM;2010;Women;200m individual medley;1;SEEBOHM, Emily;AUS;2:09.93;129.93;0.32
154430;Pan Pacific Championships;LCM;2010;Women;400m individual medley;1;BEISEL, Elizabeth;USA;4:34.69;274.69;3.15
154523;Pan Pacific Championships;LCM;2010;Men;50m freestyle;1;ADRIAN, Nathan;USA;21.55;21.55;0.02
154588;Pan Pacific Championships;LCM;2010;Men;100m freestyle;1;ADRIAN, Nathan;USA;48.15;48.15;0.04
154660;Pan Pacific Championships;LCM;2010;Men;200m freestyle;1;LOCHTE, Ryan;USA;1:45.30;105.3;0.97
154707;Pan Pacific Championships;LCM;2010;Men;400m freestyle;1;PARK, Taehwan;KOR;3:44.73;224.73;2.05
154756;Pan Pacific Championships;LCM;2010;Men;800m freestyle;1;COCHRANE, Ryan;CAN;7:48.71;468.71;2.91
154778;Pan Pacific Championships;LCM;2010;Men;1500m freestyle;1;COCHRANE, Ryan;CAN;14:49.47;889.47;5.01
154803;Pan Pacific Championships;LCM;2010;Men;50m butterfly;1;CIELO FILHO, Cesar;BRA;23.03;23.03;0.30
154849;Pan Pacific Championships;LCM;2010;Men;100m butterfly;1;PHELPS, Michael;USA;50.86;50.86;0.99
154905;Pan Pacific Championships;LCM;2010;Men;200m butterfly;1;PHELPS, Michael;USA;1:54.11;114.11;0.62
154941;Pan Pacific Championships;LCM;2010;Men;50m backstroke;1;KOGA, Junya;JPN;24.86;24.86;0.12
154981;Pan Pacific Championships;LCM;2010;Men;100m backstroke;1;PEIRSOL, Aaron;USA;53.31;53.31;0.32
155024;Pan Pacific Championships;LCM;2010;Men;200m backstroke;1;LOCHTE, Ryan;USA;1:54.12;114.12;0.78
155061;Pan Pacific Championships;LCM;2010;Men;50m breaststroke;1;SILVA, Felipe;BRA;27.26;27.26;0.26
155100;Pan Pacific Championships;LCM;2010;Men;100m breaststroke;1;KITAJIMA, Kosuke;JPN;59.35;59.35;0.83
155144;Pan Pacific Championships;LCM;2010;Men;200m breaststroke;1;KITAJIMA, Kosuke;JPN;2:08.36;128.36;1.61
155182;Pan Pacific Championships;LCM;2010;Men;200m individual medley;1;LOCHTE, Ryan;USA;1:54.43;114.43;3.18
155223;Pan Pacific Championships;LCM;2010;Men;400m individual medley;1;LOCHTE, Ryan;USA;4:07.59;247.59;1.96
155334;Pan Pacific Championships;LCM;2014;Women;50m freestyle;1;CAMPBELL, Cate;AUS;23.96;23.96;0.60
155384;Pan Pacific Championships;LCM;2014;Women;100m freestyle;1;CAMPBELL, Cate;AUS;52.72;52.72;0.73
155446;Pan Pacific Championships;LCM;2014;Women;200m freestyle;1;LEDECKY, Katie;USA;1:55.74;115.74;1.48
155495;Pan Pacific Championships;LCM;2014;Women;400m freestyle;1;LEDECKY, Katie;USA;3:58.37;238.37;6.18
155533;Pan Pacific Championships;LCM;2014;Women;800m freestyle;1;LEDECKY, Katie;USA;8:11.35;491.35;7.52
155550;Pan Pacific Championships;LCM;2014;Women;1500m freestyle;1;LEDECKY, Katie;USA;15:28.36;928.36;27.33
155558;Pan Pacific Championships;LCM;2014;Women;100m butterfly;1;COUTTS, Alicia;AUS;57.64;57.64;0.12
155600;Pan Pacific Championships;LCM;2014;Women;200m butterfly;1;ADAMS, Cammile;USA;2:06.61;126.61;0.07
155629;Pan Pacific Championships;LCM;2014;Women;100m backstroke;1;SEEBOHM, Emily;AUS;58.84;58.84;0.94
155666;Pan Pacific Championships;LCM;2014;Women;200m backstroke;1;HOCKING, Belinda;AUS;2:07.49;127.49;0.12
155703;Pan Pacific Championships;LCM;2014;Women;100m breaststroke;1;HARDY, Jessica;USA;1:06.74;66.74;0.04
155737;Pan Pacific Championships;LCM;2014;Women;200m breaststroke;1;WATANABE, Kanako;JPN;2:21.41;141.41;0.49
155764;Pan Pacific Championships;LCM;2014;Women;200m individual medley;1;DI RADO, Maya;USA;2:09.93;129.93;0.32
155806;Pan Pacific Championships;LCM;2014;Women;400m individual medley;1;BEISEL, Elizabeth;USA;4:31.99;271.99;3.38
155919;Pan Pacific Championships;LCM;2014;Men;50m freestyle;1;FRATUS, Bruno;BRA;21.44;21.44;0.29
155967;Pan Pacific Championships;LCM;2014;Men;100m freestyle;1;MCEVOY, Cameron;AUS;47.82;47.82;0.48
156035;Pan Pacific Championships;LCM;2014;Men;200m freestyle;1;FRASER-HOLMES, Thomas;AUS;1:45.98;105.98;0.10
156083;Pan Pacific Championships;LCM;2014;Men;400m freestyle;1;PARK, Taehwan;KOR;3:43.15;223.15;1.41
156124;Pan Pacific Championships;LCM;2014;Men;800m freestyle;1;COCHRANE, Ryan;CAN;7:45.39;465.39;2.34
156133;Pan Pacific Championships;LCM;2014;Men;1500m freestyle;1;JAEGER, Connor;USA;14:51.79;891.79;0.18
156147;Pan Pacific Championships;LCM;2014;Men;100m butterfly;1;PHELPS, Michael;USA;51.29;51.29;0.38
156196;Pan Pacific Championships;LCM;2014;Men;200m butterfly;1;SETO, Daiya;JPN;1:54.92;114.92;0.36
156220;Pan Pacific Championships;LCM;2014;Men;100m backstroke;1;IRIE, Ryosuke;JPN;53.02;53.02;0.07
156260;Pan Pacific Championships;LCM;2014;Men;200m backstroke;1;CLARY, Tyler;USA;1:54.91;114.91;0.23
156292;Pan Pacific Championships;LCM;2014;Men;100m breaststroke;1;KOSEKI, Yasuhiro;JPN;59.62;59.62;0.20
156328;Pan Pacific Championships;LCM;2014;Men;200m breaststroke;1;KOSEKI, Yasuhiro;JPN;2:08.57;128.57;0.37
156363;Pan Pacific Championships;LCM;2014;Men;200m individual medley;1;HAGINO, Kosuke;JPN;1:56.02;116.02;0.02
156399;Pan Pacific Championships;LCM;2014;Men;400m individual medley;1;HAGINO, Kosuke;JPN;4:08.31;248.31;0.72
156509;Pan Pacific Championships;LCM;2018;Women;50m freestyle;1;CAMPBELL, Cate;AUS;23.81;23.81;0.41
156552;Pan Pacific Championships;LCM;2018;Women;100m freestyle;1;CAMPBELL, Cate;AUS;52.03;52.03;0.63
156601;Pan Pacific Championships;LCM;2018;Women;200m freestyle;1;RUCK, Taylor;CAN;1:54.44;114.44;0.41
156648;Pan Pacific Championships;LCM;2018;Women;400m freestyle;1;LEDECKY, Katie;USA;3:58.50;238.5;1.16
156686;Pan Pacific Championships;LCM;2018;Women;800m freestyle;1;LEDECKY, Katie;USA;8:09.13;489.13;7.94
156704;Pan Pacific Championships;LCM;2018;Women;1500m freestyle;1;LEDECKY, Katie;USA;15:38.97;938.97;21.11
156721;Pan Pacific Championships;LCM;2018;Women;100m butterfly;1;IKEE, Rikako;JPN;56.08;56.08;0.36
156756;Pan Pacific Championships;LCM;2018;Women;200m butterfly;1;FLICKINGER, Hali;USA;2:07.35;127.35;0.31
156773;Pan Pacific Championships;LCM;2018;Women;100m backstroke;1;MASSE, Kylie;CAN;58.61;58.61;0.11
156806;Pan Pacific Championships;LCM;2018;Women;200m backstroke;1;BAKER, Kathleen;USA;2:06.14;126.14;0.27
156843;Pan Pacific Championships;LCM;2018;Women;100m breaststroke;1;KING, Lilly;USA;1:05.44;65.44;0.76
156874;Pan Pacific Championships;LCM;2018;Women;200m breaststroke;1;SUMRALL, Micah;USA;2:21.88;141.88;0.24
156904;Pan Pacific Championships;LCM;2018;Women;200m individual medley;1;OHASHI, Yui;JPN;2:08.16;128.16;0.91
156934;Pan Pacific Championships;LCM;2018;Women;400m individual medley;1;OHASHI, Yui;JPN;4:33.77;273.77;1.83
157030;Pan Pacific Championships;LCM;2018;Men;50m freestyle;1;ANDREW, Michael;USA;21.46;21.46;0.47
157080;Pan Pacific Championships;LCM;2018;Men;100m freestyle;1;CHALMERS, Kyle;AUS;48.00;48;0.22
157133;Pan Pacific Championships;LCM;2018;Men;200m freestyle;1;HAAS, Townley;USA;1:45.56;105.56;0.18
157186;Pan Pacific Championships;LCM;2018;Men;400m freestyle;1;MCLOUGHLIN, Jack Alan;AUS;3:44.20;224.2;0.11
157223;Pan Pacific Championships;LCM;2018;Men;800m freestyle;1;GROTHE, Zane;USA;7:43.74;463.74;1.45
157241;Pan Pacific Championships;LCM;2018;Men;1500m freestyle;1;WILIMOVSKY, Jordan;USA;14:46.93;886.93;1.47
157256;Pan Pacific Championships;LCM;2018;Men;100m butterfly;1;DRESSEL, Caeleb;USA;50.75;50.75;0.57
157299;Pan Pacific Championships;LCM;2018;Men;200m butterfly;1;SETO, Daiya;JPN;1:54.34;114.34;0.55
157335;Pan Pacific Championships;LCM;2018;Men;100m backstroke;1;MURPHY, Ryan;USA;51.94;51.94;0.84
157368;Pan Pacific Championships;LCM;2018;Men;200m backstroke;1;MURPHY, Ryan;USA;1:53.57;113.57;1.55
157403;Pan Pacific Championships;LCM;2018;Men;100m breaststroke;1;KOSEKI, Yasuhiro;JPN;59.08;59.08;0.12
157435;Pan Pacific Championships;LCM;2018;Men;200m breaststroke;1;WATANABE, Ippei;JPN;2:07.75;127.75;0.14
157460;Pan Pacific Championships;LCM;2018;Men;200m individual medley;1;KALISZ, Chase;USA;1:55.40;115.4;0.81
157493;Pan Pacific Championships;LCM;2018;Men;400m individual medley;1;KALISZ, Chase;USA;4:07.95;247.95;3.18
157583;European Championships;LCM;1926;Men;100m freestyle;1;BARANY, Istvan;HUN;1:01.00;61;0.2
157586;European Championships;LCM;1926;Men;400m freestyle;1;BORG, Arne;SWE;5:14.20;314.2;7.4
157589;European Championships;LCM;1926;Men;1500m freestyle;1;BORG, Arne;SWE;21:29.20;1289.2;39.2
157592;European Championships;LCM;1926;Men;100m backstroke;1;FROHLICH, Gustav;GER;1:16.00;76;0.4
157595;European Championships;LCM;1926;Men;200m breaststroke;1;RADEMACHER, Erich;GER;2:52.60;172.6;2.2
157610;European Championships;LCM;1927;Women;100m freestyle;1;VIERDAG, Maria;NED;1:15.00;75;0.1
157616;European Championships;LCM;1927;Women;400m freestyle;1;PHILIPSEN-BRAUN, Maria;NED;6:11.80;371.8;1.8
157621;European Championships;LCM;1927;Women;100m backstroke;1;DEN TURK, Willy;NED;1:24.60;84.6;1.6
157626;European Championships;LCM;1927;Women;200m breaststroke;1;SCHRADER, Hilde;GER;3:20.40;200.4;4.8
157645;European Championships;LCM;1927;Men;100m freestyle;1;BORG, Arne;SWE;1:00.00;60;3.2
157651;European Championships;LCM;1927;Men;400m freestyle;1;BORG, Arne;SWE;5:08.60;308.6;7.2
157657;European Championships;LCM;1927;Men;1500m freestyle;1;BORG, Arne;SWE;19:07.20;1147.2;163.2
157662;European Championships;LCM;1927;Men;100m backstroke;1;LUNDAHL, Eskil;SWE;1:17.40;77.4;0.2
157665;European Championships;LCM;1927;Men;200m breaststroke;1;RADEMACHER, Erich;GER;2:55.40;175.4;2.6
157685;European Championships;LCM;1931;Women;100m freestyle;1;GODARD, Yvonne;FRA;1:10.00;70;1.8
157691;European Championships;LCM;1931;Women;400m freestyle;1;PHILIPSEN-BRAUN, Maria;NED;5:42.00;342;12.0
157697;European Championships;LCM;1931;Women;100m backstroke;1;PHILIPSEN-BRAUN, Maria;NED;1:22.80;82.8;0.8
157703;European Championships;LCM;1931;Women;200m breaststroke;1;WOLSTENHOLME, Cecelia;GBR;3:16.40;196.4;1.8
157721;European Championships;LCM;1931;Men;100m freestyle;1;BARANY, Istvan;HUN;59.80;59.8;1.0
157727;European Championships;LCM;1931;Men;400m freestyle;1;BARANY, Istvan;HUN;5:04.00;304;0.2
157732;European Championships;LCM;1931;Men;1500m freestyle;1;HALASSY, Oliver;HUN;20:49.00;1249;1.6
157737;European Championships;LCM;1931;Men;100m backstroke;1;DEUTSCH, Gerhards;GER;1:14.80;74.8;1.0
157741;European Championships;LCM;1931;Men;200m breaststroke;1;REINGOLDT, Toivo Walfrid;FIN;2:52.20;172.2;0.2
157759;European Championships;LCM;1934;Women;100m freestyle;1;DEN OUDEN, Willy;NED;1:07.10;67.1;1.0
157763;European Championships;LCM;1934;Women;400m freestyle;1;DEN OUDEN, Willy;NED;5:27.40;327.4;0.0
157769;European Championships;LCM;1934;Women;100m backstroke;1;MASTENBROEK, Rie;NED;1:20.30;80.3;0.1
157775;European Championships;LCM;1934;Women;200m breaststroke;1;GENENGER ENGFELD, Martha;GER;3:09.10;189.1;0.2
157794;European Championships;LCM;1934;Men;100m freestyle;1;CSIK, Ferenc;HUN;59.70;59.7;0.1
157800;European Championships;LCM;1934;Men;400m freestyle;1;TARIS, Jean;FRA;4:55.50;295.5;12.0
157806;European Championships;LCM;1934;Men;1500m freestyle;1;TARIS, Jean;FRA;20:01.50;1201.5;59.6
157812;European Championships;LCM;1934;Men;100m backstroke;1;BESFORD, John;GBR;1:11.70;71.7;0.5
157818;European Championships;LCM;1934;Men;200m breaststroke;1;SIETAS, Erwin;GER;2:49.00;169;0.4
157838;European Championships;LCM;1938;Women;100m freestyle;1;HVEGER ANDERSEN, Ragnhild;DEN;1:06.20;66.2;0.6
157844;European Championships;LCM;1938;Women;400m freestyle;1;HVEGER ANDERSEN, Ragnhild;DEN;5:09.00;309;18.7
157850;European Championships;LCM;1938;Women;100m backstroke;1;KINT, Cor;NED;1:15.00;75;2.0
157856;European Championships;LCM;1938;Women;200m breaststroke;1;SORENSEN TABUR, Inge;DEN;3:05.40;185.4;0.6
157874;European Championships;LCM;1938;Men;100m freestyle;1;HOVING, Kees;NED;59.80;59.8;0.8
157879;European Championships;LCM;1938;Men;400m freestyle;1;BORG, Bjorn;SWE;4:51.60;291.6;4.6
157885;European Championships;LCM;1938;Men;1500m freestyle;1;BORG, Bjorn;SWE;19:55.60;1195.6;1.4
157891;European Championships;LCM;1938;Men;100m backstroke;1;SCHLAUCH, Heinz;GER;1:09.00;69;1.8
157897;European Championships;LCM;1938;Men;200m breaststroke;1;BALKE, Jochen;GER;2:45.80;165.8;0.1
157915;European Championships;LCM;1947;Women;100m freestyle;1;CARSTENSEN, Fritze;DEN;1:07.80;67.8;0.3
157922;European Championships;LCM;1947;Women;400m freestyle;1;HARUP, Karen Margrethe;DEN;5:18.20;318.2;1.6
